GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,Gene.name
ENSG00000149575,11,118032666,118047388,108,24,343072,2.941,0.001636,SCN2B
ENSG00000238832,7,107243808,107243952,6,2,356938,2.9397,0.0016426,snoU109
ENSG00000146802,7,112402437,112430647,15,4,317093,2.9388,0.0016477,TMEM168
ENSG00000250618,7,57877702,57877903,8,3,301374,2.9371,0.0016563,RP11-548K12.9
ENSG00000199405,8,56815282,56815414,18,5,339508,2.9334,0.0016762,SNORA1
ENSG00000253946,5,165332131,165332613,9,4,322239,2.9333,0.0016769,CTC-425K20.1
ENSG00000162929,2,61293068,61365169,502,72,319871,2.9298,0.0016959,KIAA1841
ENSG00000164253,5,76726758,76788421,162,46,314358,2.9296,0.0016971,WDR41
ENSG00000213486,2,61937211,61938113,33,9,331722,2.9275,0.0017084,AC108039.1
ENSG00000168060,11,64812295,64826021,121,26,340371,2.9263,0.0017149,NAALADL1
ENSG00000149809,11,64879326,64883828,37,12,330631,2.9244,0.0017257,TM7SF2
ENSG00000275061,7,57135657,57142371,23,6,345158,2.924,0.0017277,NA
ENSG00000254870,6,31497996,31514359,16,8,267101,2.9238,0.0017291,ATP6V1G2-DDX39B
ENSG00000251774,3,12556205,12556306,8,2,336096,2.9237,0.0017297,RNU6-377P
ENSG00000236511,9,3181589,3198517,12,5,347664,2.9234,0.0017311,RP11-32F11.2
ENSG00000066056,1,43766664,43788779,52,16,321805,2.918,0.0017613,TIE1
ENSG00000249984,5,92011663,92023961,69,29,322233,2.9153,0.0017768,CTC-529L17.2
ENSG00000230271,7,57832290,57832905,9,4,300312,2.9144,0.0017818,RP11-548K12.5
ENSG00000197557,2,178477720,178483694,44,7,324828,2.914,0.0017844,TTC30A
ENSG00000232447,13,85095860,85098050,20,4,338208,2.9138,0.0017853,MTND5P3
ENSG00000127419,4,926175,952444,55,22,299760,2.9137,0.0017858,TMEM175
ENSG00000257164,12,43040385,43080503,133,30,323926,2.9096,0.0018093,RP11-25I15.2
ENSG00000253021,19,44589366,44589456,8,1,354237,2.9087,0.0018149,RNU6-902P
ENSG00000164078,3,49924435,49941306,24,7,344387,2.9082,0.0018178,MST1R
ENSG00000171298,17,78075393,78093678,258,63,319836,2.9057,0.001832,GAA
ENSG00000124939,11,61976140,61981411,3,1,356868,2.9049,0.0018369,SCGB2A1
ENSG00000197893,10,115348475,115423886,42,13,349828,2.9042,0.0018411,NRAP
ENSG00000204498,6,31515358,31526606,92,32,293997,2.9038,0.0018435,NFKBIL1
ENSG00000177447,11,27827990,27828543,29,6,331212,2.9007,0.0018615,CBX3P1
ENSG00000232871,19,49183338,49184277,28,8,348761,2.8998,0.001867,SEC1P
ENSG00000274750,6,26224427,26227701,40,10,294220,2.8994,0.0018691,NA
ENSG00000112763,6,26458132,26476849,88,15,305258,2.8991,0.0018714,BTN2A1
ENSG00000264835,19,49187292,49187563,2,1,355898,2.8968,0.0018851,RN7SL345P
ENSG00000263587,3,33144500,33144796,45,13,324265,2.8959,0.0018906,RN7SL296P
ENSG00000079156,2,179059208,179267618,297,49,339139,2.8942,0.0019005,OSBPL6
ENSG00000176020,3,49754267,49757128,3,2,333468,2.8921,0.0019131,AMIGO3
ENSG00000250725,4,166585502,166586823,16,4,338151,2.8917,0.0019158,RP11-511B7.1
ENSG00000197429,1,46164383,46216321,126,22,326424,2.8909,0.0019206,IPP
ENSG00000242439,17,29157919,29158336,12,2,330665,2.8893,0.0019305,CTD-2349P21.1
ENSG00000246334,5,176865504,176874700,8,2,345309,2.8891,0.0019319,PRR7-AS1
ENSG00000200601,1,74215200,74215306,7,3,347302,2.8889,0.0019327,RNA5SP50
ENSG00000270116,21,38473114,38473643,9,5,313934,2.8886,0.0019348,AP001429.1
ENSG00000251297,4,190903678,190906026,28,9,318911,2.888,0.0019387,TUBB7P
ENSG00000079257,3,158384203,158390482,19,4,321852,2.8873,0.001943,LXN
ENSG00000204091,6,40302693,40347626,88,21,322099,2.8864,0.0019485,TDRG1
ENSG00000178467,3,49027319,49044587,23,6,325585,2.8858,0.001952,P4HTM
ENSG00000221362,4,161925029,161925110,1,1,355999,2.8847,0.001959,AC106860.1
ENSG00000197847,11,64981311,65010228,107,25,324423,2.8842,0.0019622,SLC22A20
ENSG00000256824,11,63803442,63871125,65,21,336945,2.8837,0.0019649,RP11-21A7A.2
ENSG00000270441,3,49177519,49198284,29,7,319012,2.8815,0.001979,RP11-694I15.7
ENSG00000228597,13,85094238,85095703,19,4,341023,2.8766,0.0020102,MTND4P1
ENSG00000215819,1,214705538,214706810,59,9,318721,2.8745,0.0020233,KRT18P12
ENSG00000266135,7,72312017,72312305,32,8,325430,2.8729,0.0020339,RN7SL625P
ENSG00000271904,5,87729709,87794514,8,4,311972,2.8724,0.0020366,CTC-498M16.4
ENSG00000224950,1,117035638,117041834,41,13,323753,2.8712,0.0020449,RP5-1086K13.1
ENSG00000259372,15,81702858,81711468,81,20,317877,2.8701,0.002052,CTD-2240J17.1
ENSG00000220773,6,54489403,54490286,15,7,345236,2.8687,0.0020611,RP3-334F4.1
ENSG00000224763,1,211833531,211834619,8,3,356883,2.868,0.0020655,FDPSP8
ENSG00000270569,2,57656683,57657828,21,4,353633,2.867,0.002072,RP11-127H13.1
ENSG00000239454,3,74048956,74054760,10,4,345603,2.8666,0.0020747,RP11-508O18.1
ENSG00000279166,2,145251832,145254445,56,14,340858,2.8644,0.0020887,NA
ENSG00000123684,1,211916799,212004114,195,41,322417,2.8621,0.0021042,LPGAT1
ENSG00000248692,4,62937470,63031272,25,7,332091,2.861,0.0021118,RP11-84A1.3
ENSG00000206882,2,22561758,22561875,11,2,329915,2.8607,0.0021135,RNA5SP87
ENSG00000155265,10,99609996,99631335,86,14,334215,2.8596,0.0021207,GOLGA7B
ENSG00000265876,7,18033058,18033123,1,1,353208,2.8588,0.002126,AC080080.1
ENSG00000131188,5,176873796,176883287,5,1,354483,2.8572,0.0021372,PRR7
ENSG00000236980,3,49215065,49229291,13,4,356021,2.8566,0.0021407,C3orf84
ENSG00000237162,2,63167051,63167417,5,2,297728,2.8551,0.0021513,RP11-443F16.1
ENSG00000233232,16,28467693,28481868,100,24,332670,2.8509,0.0021798,NPIPB7
ENSG00000188693,7,91763918,91810039,182,50,316242,2.8505,0.0021827,CTB-161K23.1
ENSG00000255530,8,146230947,146231292,3,2,356494,2.8493,0.0021907,RP5-1047A19.6
ENSG00000234423,2,2898820,3129798,148,42,316094,2.8463,0.0022113,AC019118.2
ENSG00000139890,14,23352374,23356895,21,8,321843,2.8456,0.0022167,REM2
ENSG00000165476,10,65281123,65384883,240,26,319650,2.8439,0.002228,REEP3
ENSG00000110076,11,64373646,64490660,95,20,322253,2.8434,0.0022318,NRXN2
ENSG00000178952,16,28853732,28857729,4,2,338469,2.8422,0.0022405,TUFM
ENSG00000226246,9,30799469,30800744,28,11,337963,2.8418,0.0022426,KRT18P36
ENSG00000241997,8,56934580,56934872,53,15,304032,2.8417,0.0022434,RN7SL323P
ENSG00000254325,8,56806154,56808298,84,23,306835,2.8408,0.0022497,RP11-318K15.2
ENSG00000278911,18,72815543,72818216,11,4,277101,2.8404,0.0022526,NA
ENSG00000229258,1,212003188,212027045,12,6,325673,2.8377,0.0022722,RP11-552D8.1
ENSG00000159377,1,151372010,151374420,8,2,339322,2.8349,0.002292,PSMB4
ENSG00000275325,15,23128188,23145997,84,27,321487,2.8319,0.0023136,NA
ENSG00000207961,14,101526910,101527011,7,3,301788,2.8313,0.0023179,MIR496
ENSG00000068745,3,48725436,48754711,38,10,347211,2.8284,0.002339,IP6K2
ENSG00000201050,4,165708442,165708548,15,2,312116,2.8268,0.0023509,RNU6-668P
ENSG00000226622,2,62817390,62889789,120,20,312190,2.8254,0.002361,AC092155.4
ENSG00000135334,6,88384790,88411927,54,15,327714,2.8235,0.0023751,AKIRIN2
ENSG00000069812,1,6472478,6484730,101,19,318249,2.8197,0.0024031,HES2
ENSG00000254851,11,117006244,117009298,195,53,303977,2.8193,0.0024067,RP11-109L13.1
ENSG00000111850,6,88032301,88052046,167,39,315009,2.8186,0.0024113,SMIM8
ENSG00000207646,14,101515887,101515983,5,2,355551,2.8169,0.0024241,MIR655
ENSG00000212293,13,32994527,32994653,56,20,324057,2.8157,0.0024332,SNORA16
ENSG00000199545,5,138635541,138635657,1,1,296707,2.8152,0.002437,RNA5SP195
ENSG00000273196,2,85614197,85614269,12,4,255325,2.8138,0.0024476,RP11-717A5.2
ENSG00000253449,5,157652360,157661384,5,3,355122,2.8102,0.0024752,CTC-436K13.6
ENSG00000231852,6,32006042,32009447,11,6,269127,2.81,0.0024771,CYP21A2
ENSG00000179673,17,45055522,45056614,55,11,319344,2.8084,0.0024894,RPRML
ENSG00000265334,17,29161343,29190046,9,2,356545,2.8082,0.0024913,CTD-2349P21.11
ENSG00000120137,5,167975500,168006605,155,34,326190,2.808,0.0024923,PANK3
ENSG00000171988,10,64926981,65225641,743,48,296370,2.8059,0.0025084,JMJD1C
ENSG00000166426,15,78632666,78640572,29,9,298589,2.8034,0.0025287,CRABP1
ENSG00000141506,17,8782234,8869029,25,9,321025,2.802,0.0025393,PIK3R5
ENSG00000256321,12,23252302,23344521,23,9,348906,2.7994,0.00256,RP11-153K16.1
ENSG00000258995,14,63589725,63589919,64,10,322133,2.7993,0.0025605,RP11-1112J20.1
ENSG00000237572,7,62669597,62672200,150,17,346849,2.7955,0.0025909,RP11-373D7.1
ENSG00000019102,11,124617368,124622134,63,8,326414,2.7936,0.0026062,VSIG2
ENSG00000268861,19,7447720,7537363,22,8,330515,2.7933,0.0026088,CTD-2207O23.3
ENSG00000268040,21,47347679,47352477,1,1,357072,2.793,0.002611,PRED62
ENSG00000271355,1,47949370,47949834,9,3,354946,2.7914,0.0026241,RP4-666O22.3
ENSG00000236704,13,21495803,21497372,114,27,333425,2.7898,0.002637,CNOT4P1
ENSG00000170209,11,113258513,113271140,63,16,341036,2.7886,0.0026469,ANKK1
ENSG00000279756,16,23765010,23767260,9,4,315576,2.787,0.0026601,NA
ENSG00000216740,10,66585329,66586336,9,3,356279,2.7859,0.0026694,ANXA2P3
ENSG00000281912,1,45769582,45771291,169,25,340034,2.7855,0.002672,NA
ENSG00000242320,18,53303064,53303541,9,4,323882,2.7844,0.0026815,RPL21P126
ENSG00000200379,3,56106132,56106435,9,2,356581,2.7815,0.0027055,RN7SKP45
ENSG00000199331,9,111804666,111804767,6,4,307987,2.7795,0.0027223,Y_RNA
ENSG00000105248,19,4247076,4269087,188,33,324081,2.7749,0.0027609,CCDC94
ENSG00000265606,1,19209696,19209769,5,2,336597,2.7744,0.0027656,MIR4695
ENSG00000161999,16,731671,734439,10,4,318151,2.7727,0.0027793,JMJD8
ENSG00000256995,12,22852793,23327059,267,64,307615,2.7707,0.0027965,RP11-114G22.1
ENSG00000212190,17,29188861,29188956,6,3,344284,2.7701,0.0028019,RNU6-298P
ENSG00000229627,7,57698431,57698818,33,7,335319,2.7693,0.002809,RP11-368M16.4
ENSG00000120903,8,27317278,27336813,78,18,330709,2.7691,0.0028105,CHRNA2
ENSG00000187103,6,146492451,146492983,5,2,354932,2.7691,0.0028107,FUNDC2P3
ENSG00000126391,11,65154070,65180996,83,26,320748,2.7681,0.0028192,FRMD8
ENSG00000221891,4,165850646,165851103,20,4,351059,2.7661,0.0028365,FAM218BP
ENSG00000198156,16,28353876,28374829,140,33,333313,2.764,0.0028547,NPIPB6
ENSG00000154611,18,23713816,23773319,62,14,324788,2.7628,0.0028656,PSMA8
ENSG00000255857,12,120639094,120650941,8,4,300671,2.7617,0.0028755,PXN-AS1
ENSG00000171148,3,9821544,9834695,182,44,330974,2.7609,0.0028822,TADA3
ENSG00000238995,11,82554927,82555027,1,1,286429,2.76,0.00289,snoU13
ENSG00000265472,18,65375166,65375483,9,4,356660,2.7585,0.0029038,RP11-28O3.1
ENSG00000250038,4,28363901,28404486,132,33,338323,2.7578,0.0029097,RP11-180C1.1
ENSG00000232161,7,57830672,57830879,17,4,338012,2.7552,0.0029331,RP11-548K12.7
ENSG00000265240,18,65497908,65499204,19,7,340850,2.7551,0.0029338,RP11-638L3.2
ENSG00000207978,14,101526092,101526175,5,2,295302,2.755,0.0029344,MIR154
ENSG00000283356,1,5614807,5614941,11,3,296336,2.7549,0.0029356,NA
ENSG00000253140,8,49428412,49429649,101,19,344433,2.7542,0.0029417,RP11-567J20.3
ENSG00000255478,11,65134909,65142770,62,23,327865,2.7522,0.0029599,RP11-867O8.5
ENSG00000196636,7,96745902,96811075,155,27,350043,2.7506,0.0029742,ACN9
ENSG00000179915,2,50145643,51259699,555,75,327804,2.7473,0.0030041,NRXN1
ENSG00000119777,2,27255822,27264563,17,8,308884,2.7459,0.0030177,TMEM214
ENSG00000212534,2,203141154,203141241,5,2,299746,2.7458,0.0030186,SNORD70
ENSG00000244391,12,94754996,94755300,4,2,355570,2.7457,0.0030187,RN7SL330P
ENSG00000231907,22,41069488,41070455,127,24,328877,2.7437,0.0030374,GAPDHP37
ENSG00000164045,3,48198636,48229846,90,16,315900,2.7431,0.0030432,CDC25A
ENSG00000149295,11,113280337,113346111,152,32,347946,2.7426,0.0030477,DRD2
ENSG00000264444,18,66533754,66534265,7,3,355287,2.7425,0.0030486,SDHCP1
ENSG00000173572,19,56403065,56443702,40,7,297623,2.7416,0.0030568,NLRP13
ENSG00000227367,22,16909690,16957613,433,107,302878,2.7365,0.0031049,SLC9B1P4
ENSG00000178188,16,28858010,28885533,30,3,349019,2.7358,0.0031119,SH2B1
ENSG00000185662,5,171212870,171221602,37,6,342009,2.7356,0.0031137,SMIM23
ENSG00000236452,3,34244736,34310303,34,11,308851,2.7328,0.0031404,AC123023.1
ENSG00000017427,12,102789645,102874423,34,12,317267,2.7327,0.0031405,IGF1
ENSG00000211460,2,122513109,122525429,44,12,315749,2.7319,0.003149,TSN
ENSG00000198879,10,7200586,7453448,1022,97,328680,2.7307,0.0031598,SFMBT2
ENSG00000104808,19,49436939,49448226,72,15,316514,2.7267,0.0031983,DHDH
ENSG00000259757,5,2736776,2737873,60,10,330019,2.7253,0.0032121,RP11-129I19.2
ENSG00000279486,11,6806248,6807245,18,2,355798,2.7248,0.0032172,NA
ENSG00000228645,7,62969681,62970543,196,36,314576,2.7244,0.0032209,PHKG1P2
ENSG00000196236,22,41253102,41328819,81,12,310713,2.7234,0.0032306,XPNPEP3
ENSG00000274090,13,56109832,56157659,158,29,337167,2.7209,0.0032554,NA
ENSG00000238427,3,160190136,160190204,5,2,355252,2.7203,0.0032613,RNU7-136P
ENSG00000115934,12,23334268,23404433,36,7,310300,2.7196,0.0032676,RP11-153K16.2
ENSG00000171722,1,162342993,162346660,20,10,319033,2.7192,0.0032723,C1orf111
ENSG00000254450,11,111687938,111699936,7,3,252151,2.7183,0.0032806,ALG9-IT1
ENSG00000164050,3,48445261,48471460,25,7,300455,2.7181,0.0032826,PLXNB1
ENSG00000163349,1,114471814,114520491,95,22,325069,2.7169,0.0032945,HIPK1
ENSG00000212505,10,8698679,8698794,9,3,355734,2.7125,0.0033386,RNA5SP299
ENSG00000237670,2,17151301,17155764,7,2,336046,2.7107,0.0033574,AC080094.1
ENSG00000175105,3,88108424,88193815,100,22,322536,2.709,0.0033747,ZNF654
ENSG00000222764,6,141807278,141807549,9,4,321658,2.7075,0.00339,RN7SKP106
ENSG00000261054,15,99669037,99672011,16,7,278373,2.7065,0.0033993,RP11-6O2.4
ENSG00000224723,7,57245116,57247759,52,10,319283,2.7047,0.003418,GUSBP10
ENSG00000250462,17,28956698,28964484,5,2,340797,2.7044,0.0034218,LRRC37BP1
ENSG00000197857,19,12382627,12405702,13,2,356777,2.7041,0.0034241,ZNF44
ENSG00000224462,1,207338841,207357255,6,2,344277,2.7026,0.00344,C4BPAP1
ENSG00000182718,15,60639333,60690242,95,24,328919,2.7014,0.003452,ANXA2
ENSG00000088836,20,3208063,3219836,69,12,327023,2.6986,0.003482,SLC4A11
ENSG00000207701,8,9599182,9599278,10,3,356486,2.6982,0.0034861,MIR597
ENSG00000264538,17,29036317,29103420,344,38,328993,2.698,0.0034882,SUZ12P
ENSG00000161647,17,41878167,41910538,11,3,302955,2.6978,0.0034902,MPP3
ENSG00000250697,5,32925745,33298016,166,38,322853,2.6966,0.0035025,CTD-2066L21.3
ENSG00000100403,22,41697526,41756151,85,19,328383,2.6959,0.0035102,ZC3H7B
ENSG00000227857,1,46600203,46604753,64,13,343567,2.6947,0.0035228,RP4-533D7.5
ENSG00000166856,12,57388230,57392225,27,8,319134,2.6944,0.0035259,GPR182
ENSG00000159733,4,2271309,2420390,235,49,326434,2.6941,0.0035287,ZFYVE28
ENSG00000252743,6,31724728,31724830,7,2,314014,2.6937,0.0035337,RNU6-850P
ENSG00000176909,19,49215999,49222978,27,6,338151,2.6926,0.0035454,MAMSTR
ENSG00000235742,10,118783185,118783362,2,1,323577,2.6914,0.0035577,RP11-5G18.2
ENSG00000188501,15,66839517,66858302,133,39,319458,2.6901,0.0035719,LCTL
ENSG00000181315,6,26634611,26659980,60,15,334260,2.6895,0.0035782,ZNF322
ENSG00000224486,6,30327055,30327688,14,3,350699,2.6892,0.0035813,HCG19P
ENSG00000168267,10,23481256,23483181,37,8,309989,2.6879,0.0035948,PTF1A
ENSG00000075790,7,107220422,107263762,58,17,311712,2.6879,0.003595,BCAP29
ENSG00000236907,7,57877307,57877718,9,4,306610,2.6877,0.0035976,RP11-548K12.3
ENSG00000228412,6,19325219,19839311,314,71,329067,2.6867,0.0036085,RP4-625H18.2
ENSG00000113194,5,175875356,175937075,111,39,335321,2.6861,0.0036143,FAF2
ENSG00000253307,8,142262385,142263391,13,5,323285,2.686,0.0036153,RP11-10J21.4
ENSG00000097007,9,133589333,133763062,302,58,320789,2.686,0.0036161,ABL1
ENSG00000177455,16,28943260,28950667,67,14,305358,2.6844,0.0036327,CD19
ENSG00000204482,6,31553901,31556686,19,10,298503,2.6828,0.0036505,LST1
ENSG00000283154,3,158787053,159615155,27,10,348762,2.682,0.0036588,NA
ENSG00000169325,7,57268532,57271304,110,16,328272,2.6817,0.0036624,GUSBP12
ENSG00000280022,17,43669987,43670735,4,2,262067,2.6794,0.0036873,NA
ENSG00000154146,11,124609742,124617106,27,7,318853,2.6791,0.003691,NRGN
ENSG00000232184,1,243866159,243904123,11,6,346907,2.6757,0.0037285,RP11-370K11.1
ENSG00000202276,11,8898964,8899065,6,2,355897,2.6756,0.0037299,Y_RNA
ENSG00000280560,10,91613663,91674705,74,16,325204,2.675,0.0037368,NA
ENSG00000082126,2,202509593,202563417,47,14,323853,2.673,0.0037587,MPP4
ENSG00000229831,2,62047343,62047701,93,23,338676,2.6721,0.0037689,AC108039.3
ENSG00000259370,15,63119874,63176233,186,38,327631,2.6717,0.0037737,RP11-1069G10.1
ENSG00000113578,5,141971743,142077635,240,69,311081,2.6716,0.0037748,FGF1
ENSG00000237410,11,64413871,64427153,9,3,300837,2.671,0.0037813,AP001092.4
ENSG00000183032,14,37147636,37642071,66,25,326661,2.6709,0.0037828,SLC25A21
ENSG00000162078,16,2880170,2882285,12,1,351965,2.6705,0.0037871,ZG16B
ENSG00000231232,7,57882171,57882507,8,3,338276,2.6699,0.0037939,RP11-548K12.1
ENSG00000176920,19,49199232,49209207,33,3,322968,2.6695,0.0037984,FUT2
ENSG00000226686,19,37742814,37756437,22,6,341783,2.6684,0.0038103,AC012309.5
ENSG00000253814,8,123103719,123103848,33,5,345213,2.6681,0.0038142,MRPS36P3
ENSG00000177791,10,75391412,75401515,5,3,324957,2.668,0.0038151,MYOZ1
ENSG00000212398,1,223877753,223877816,33,7,338652,2.6649,0.0038507,RNU6-1248P
ENSG00000100413,22,41921808,41940610,62,12,334661,2.6637,0.0038643,POLR3H
ENSG00000226197,9,13446490,13487510,168,34,328191,2.6593,0.0039147,RP11-536O18.1
ENSG00000163320,3,88101094,88199035,94,11,343826,2.6584,0.0039255,CGGBP1
ENSG00000226261,2,203200747,203201450,35,8,338577,2.6571,0.0039407,AC064836.3
ENSG00000255164,8,146218300,146220223,11,3,349932,2.6561,0.0039522,RP5-1047A19.4
ENSG00000215964,17,41825568,41825631,46,6,318818,2.6546,0.0039702,AC055813.1
ENSG00000146109,6,26597180,26600972,53,13,336956,2.654,0.0039775,ABT1
ENSG00000100162,22,42334725,42343168,51,10,322359,2.6531,0.0039879,CENPM
ENSG00000163347,3,190023490,190040264,74,16,348856,2.6526,0.0039943,CLDN1
ENSG00000230199,1,243138307,243138386,209,38,336787,2.6523,0.0039978,RP11-331N16.1
ENSG00000198056,12,57125406,57146119,11,8,310631,2.6521,0.0039997,PRIM1
ENSG00000112237,6,99990256,100016849,28,8,318362,2.6513,0.0040088,CCNC
ENSG00000180083,20,44277202,44298909,58,7,328579,2.6505,0.0040188,WFDC11
ENSG00000224747,21,45889812,45892399,4,2,339075,2.649,0.0040367,AP001065.7
ENSG00000085871,4,140586922,140661899,217,42,339091,2.6486,0.0040415,MGST2
ENSG00000117450,1,45976708,45987628,24,8,312802,2.6463,0.0040684,PRDX1
ENSG00000236574,7,63303692,63303883,231,51,321840,2.6463,0.0040686,RP11-340I6.4
ENSG00000169180,16,28109300,28223190,84,13,320859,2.6459,0.0040737,XPO6
ENSG00000186889,2,62727356,62733476,82,20,331181,2.6451,0.0040837,TMEM17
ENSG00000263847,18,9112402,9115875,7,4,265059,2.6428,0.004111,RP11-143J12.3
ENSG00000272267,8,9412654,9414030,18,5,316172,2.6427,0.0041125,RP11-375N15.2
ENSG00000107263,9,134452157,134615461,318,51,330560,2.6422,0.0041187,RAPGEF1
ENSG00000230962,10,87209349,87251753,14,3,336163,2.641,0.0041332,RP11-113E21.1
ENSG00000234278,13,57741331,57744352,51,9,339693,2.6402,0.0041429,PRR20E
ENSG00000272767,10,65224989,65226323,8,5,346378,2.6398,0.0041481,JMJD1C-AS1
ENSG00000232677,19,36803969,36822620,64,9,326354,2.6393,0.0041538,LINC00665
ENSG00000095139,11,118443105,118473748,57,11,328074,2.6366,0.0041867,ARCN1
ENSG00000229606,20,59654196,59655235,6,3,354912,2.6355,0.0042011,RP5-827L5.1
ENSG00000254019,8,142264664,142266916,14,5,325051,2.6334,0.0042273,RP11-10J21.3
ENSG00000173442,11,65343509,65360121,34,14,298091,2.6327,0.004236,EHBP1L1
ENSG00000255303,11,57633770,57634751,4,1,285436,2.632,0.0042443,OR5BA1P
ENSG00000124615,6,39871941,39902290,274,72,323549,2.6318,0.0042468,MOCS1
ENSG00000168653,1,39491990,39500308,92,29,312058,2.6309,0.004258,NDUFS5
ENSG00000205853,22,32755893,32767063,43,8,328763,2.63,0.0042695,RFPL3S
ENSG00000280005,4,155182887,155183345,2,1,357029,2.6296,0.0042746,NA
ENSG00000144550,3,9745491,9771592,365,64,312928,2.6282,0.0042917,CPNE9
ENSG00000140090,14,92788925,92967827,349,65,333412,2.6242,0.0043423,SLC24A4
ENSG00000103200,7,140135116,140135587,30,4,355534,2.6236,0.0043497,RP11-723C11.2
ENSG00000250166,12,22754359,22771801,5,2,356611,2.6235,0.004351,RP11-268P4.5
ENSG00000188322,16,28303840,28335170,137,35,301650,2.6234,0.0043533,SBK1
ENSG00000228123,9,85046804,85047820,9,3,348436,2.6233,0.0043535,RP11-15B24.3
ENSG00000163689,3,58727733,59035810,205,36,333580,2.6228,0.0043607,C3orf67
ENSG00000254901,19,19287715,19303398,10,4,355214,2.6209,0.0043853,MEF2BNB
ENSG00000227851,10,113109697,113111861,8,3,347170,2.6206,0.0043893,RP11-381K7.1
ENSG00000267011,19,4457959,4471490,36,9,319388,2.6205,0.0043898,CTB-50L17.16
ENSG00000236373,10,92162278,92300562,35,8,326161,2.6195,0.0044028,RP11-15K3.1
ENSG00000205176,8,86568695,86575726,114,28,299807,2.6191,0.0044075,REXO1L1P
ENSG00000235371,1,236273361,236275670,343,56,324293,2.6191,0.0044084,RP4-764D2.1
ENSG00000224411,11,27910385,27912580,5,1,355389,2.6182,0.0044199,RP11-1033A18.1
ENSG00000279852,8,436117,438512,18,5,347875,2.6182,0.0044204,NA
ENSG00000168040,11,70049269,70053496,49,12,312462,2.6172,0.0044321,FADD
ENSG00000278139,1,46509333,46642160,8,4,353662,2.6161,0.004447,NA
ENSG00000250264,6,32781544,32806599,28,8,333846,2.6156,0.0044541,TAP2
ENSG00000253608,8,49464127,49611069,77,21,340811,2.6153,0.0044577,RP11-770E5.1
ENSG00000233532,13,107028911,107030565,37,14,320919,2.6147,0.004465,LINC00460
ENSG00000141564,17,78518677,78940168,317,69,323154,2.6135,0.0044805,RPTOR
ENSG00000170231,5,159614374,159665742,192,37,317691,2.6099,0.004528,FABP6
ENSG00000258142,12,102623805,102624311,4,2,356710,2.6092,0.0045374,RP11-18O15.1
ENSG00000171956,15,60296421,60299640,34,9,326933,2.6063,0.0045757,FOXB1
ENSG00000149489,11,62379258,62382592,162,26,328031,2.6063,0.0045766,ROM1
ENSG00000034971,1,171604557,171621823,13,6,344891,2.6046,0.0045996,MYOC
ENSG00000170579,18,3496030,4455335,920,168,318145,2.6043,0.0046032,DLGAP1
